call_sign,channel,frequency_mhz,service_type,status,city,state,country,facility_id,erp_kw,haat_m,latitude,longitude,licensee
KTNE-FM,216,91.1,FM,LIC,ALLIANCE,NE,US,47961,100.0,404.0,41.839944,-103.055472,UNKNOWN
KLPR,216,91.1,FM,LIC,KEARNEY,NE,US,33787,3.8,0.0,40.704083,-99.095806,UNKNOWN
KLPR,216,91.1,FM,STA,KEARNEY,NE,US,33787,3.8,0.0,-277268.117722,-99.095806,"33787            3.8 kW        36.7 m   697.4 m        m   N 40 42  14.7  W  99  5  44.9             KLPR-FM, UNIVERSITY OF NEBRASKA AT KEARNEY"
KUCV,216,91.1,FM,LIC,LINCOLN,NE,US,47966,100.0,210.0,40.518333,-96.768639,NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION
WVNH,216,91.1,FM,LIC,CONCORD,NH,US,8698,0.64,105.0,-94536.966844,-71.422944,"8698            0.64 kW        105. m    329. m        m   N 43 23  53.6  W  71 25  22.6             NEW HAMPSHIRE GOSPEL RADIO, INC."
WJNH,216,91.1,FM,LIC,CONWAY,NH,US,171251,0.8,273.0,-192986.183556,-71.214833,"171251           0.8 kW DA     273. m    528. m        m   N 43 48  31.7  W  71 12  53.4             NEW HAMPSHIRE GOSPEL RADIO, INC."
WFMU,216,91.1,FM,LIC,EAST ORANGE,NJ,US,3249,1.25,151.0,40.788694,-74.255139,UNKNOWN
WFMU,216,91.1,FM,LIC,EAST ORANGE,NJ,US,3249,1.25,145.0,40.788694,-74.255139,UNKNOWN
WWNJ,216,91.1,FM,LIC,TOMS RIVER TOWNSHIP,NJ,US,41203,5.8,0.0,39.996944,-74.1725,MERCER COUNTY COMMUNITY COLLEGE
K216EA,216,91.1,FX,LIC,ALAMOGORDO,NM,US,89830,0.01,0.0,32.829806,-105.887194,UNKNOWN
KAJZ-LP,216,91.1,FL,CP,ALBUQUERQUE,NM,US,788248,0.1,0.0,-245352.466694,-106.583806,788248           0.1 kW         14. m  1628.5 m        m   N 35  3  32.2  W 106 35   1.7             NEW MEXICO BLACK LEADERSHIP COUNCIL
KAQF,216,91.1,FM,LIC,CLOVIS,NM,US,76096,0.45,94.0,34.438917,-103.211083,AMERICAN FAMILY ASSOCIATION
K216CU,216,91.1,FX,LIC,CUBA,NM,US,69415,0.008,366.0,36.013639,-106.84475,UNKNOWN
KAQW-FM,216,91.1,FM,LIC,ESPANOLA,NM,US,767644,21.0,132.0,-279628.0725,-106.122056,767644           21. kW DA     132. m   2039. m        m   N 36 05  51.8  W 106 07  19.4             BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE
K216GQ,216,91.1,FX,LIC,ESPANOLA,NM,US,6049,0.2,917.0,35.785583,-105.7825,UNKNOWN
KEZF,216,91.1,FM,LIC,GRANTS,NM,US,172582,1.0,821.0,-252969.366944,-107.596611,"172582            1. kW        821. m   3363. m        m   N 35 15  09.3  W 107 35  47.8             K-LOVE, INC."
KEDP,216,91.1,FM,LIC,LAS VEGAS,NM,US,4281,3.0,-62.0,-262807.350833,-105.220222,4281              3. kW DA     -62. m   1991. m        m   N 35 35  38.4  W 105 13  12.8             BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE
K216DQ,216,91.1,FX,LIC,UNKNOWN,XX,US,87446,0.016,0.0,-205087.433338,-104.515414,87446          0.016 kW        70.3 m   2198. m        m   N 37 14 17.75  W 104 30 55.49             THE COLORADO COLLEGE
K216BJ,216,91.1,FX,LIC,ROSWELL,NM,US,55507,0.25,0.0,33.395361,-104.588833,UNKNOWN
KLCF,216,91.1,FM,LIC,TRUTH OR CONSEQUENCES,NM,US,175456,1.0,824.0,32.967833,-107.2275,UNKNOWN
K216BB,216,91.1,FX,LIC,UNKNOWN,XX,US,19388,0.01,0.0,40.813194,-115.699861,UNKNOWN
KVKL,216,91.1,FM,LIC,LAS VEGAS,NV,US,88719,41.0,325.0,35.628028,-115.274139,UNKNOWN
KVKL,216,91.1,FM,LIC,LAS VEGAS,NV,US,88719,0.23,544.0,35.945806,-115.044722,UNKNOWN
K216EV,216,91.1,FX,LIC,LOGANDALE,NV,US,93131,0.043,0.0,36.684972,-114.519972,UNKNOWN
WMHU,216,91.1,FM,LIC,COLD BROOK,NY,US,174468,0.38,227.0,43.141722,-75.039028,UNKNOWN
WSQE,216,91.1,FM,LIC,CORNING,NY,US,74030,3.6,199.0,42.105611,-76.871056,UNKNOWN
WFPT-LP,216,91.1,FL,AMD,FAIRPORT,NY,US,788232,0.009,99.0,-245907.200003,-77.4325,788232         0.009 kW         99. m    257. m        m   N 43 03    05  W  77 25    57             FAIRPORT PARTNERSHIP FOR A BETTER COMMUNITY
WHVP,216,91.1,FM,LIC,UDSON,NY,US,60899,0.22,318.0,42.307861,-73.492611,UNIVERSITY OF NORTHWESTERN - ST. PAUL
WTSC-FM,216,91.1,FM,LIC,POTSDAM,NY,US,11719,0.7,41.0,44.662556,-75.001583,UNKNOWN
W216CG,216,91.1,FX,LIC,POTTERSVILLE,NY,US,5071,0.25,0.0,43.734222,-73.810667,UNKNOWN
WSPN,216,91.1,FM,LIC,SARATOGA SPRINGS,NY,US,60538,0.25,30.0,43.098667,-73.785667,UNKNOWN
WRMU-FM,216,91.1,FM,LIC,ALLIANCE,OH,US,43921,2.8,58.0,40.9045,-81.112306,UNKNOWN
W216AH,216,91.1,FX,LIC,ASHLAND,OH,US,2929,0.25,0.0,40.853944,-82.2785,"SOARING EAGLE PROMOTIONS, INC."
WRUW-FM,216,91.1,FM,LIC,CLEVELAND,OH,US,9255,15.0,89.0,41.520611,-81.584,CASE WESTERN RESERVE UNIVERSITY
WOSE,216,91.1,FM,LIC,COSHOCTON,OH,US,66192,6.0,98.0,40.341722,-81.965389,UNKNOWN
WOSX,216,91.1,FM,LIC,GRANVILLE,OH,US,16595,0.1,52.0,40.071167,-82.523194,UNKNOWN
WOSB,216,91.1,FM,LIC,MARION,OH,US,66193,6.8,87.0,40.6845,-83.256583,THE OHIO STATE UNIVERSITY
W216AU,216,91.1,FX,LIC,MARTINS FERRY,OH,US,1620,0.019,51.0,40.109778,-80.727556,UNKNOWN
WVVM,216,91.1,FM,MOD,MOUNT STERLING,OH,US,768211,1.0,6.0,-288179.516944,-83.339444,768211            1. kW          6. m    291. m        m   N 39 39  10.0  W  83 20  22.0             VIDA MINISTRY INC.
WVVM,216,91.1,FM,APP,MOUNT STERLING,OH,US,768211,1.0,6.0,-288308.516944,-83.339444,768211            1. kW          6. m    291. m        m   N 39 39  10.0  W  83 20  22.0             VIDA MINISTRY INC.
W216CQ,216,91.1,FX,LIC,SANDUSKY,OH,US,77850,0.2,0.0,-272060.500056,-82.651944,"77850            0.2 kW DA       0. m    215. m        m   N 41 23  58.0  W  82 39   7.0  1060431    BIBLE BROADCASTING NETWORK, INC."
KQPD,216,91.1,FM,LIC,ARDMORE,OK,US,78925,0.25,51.0,34.183694,-97.123361,AMERICAN FAMILY ASSOCIATION
K216FR,216,91.1,FX,LIC,CLINTON,OK,US,92560,0.03,0.0,35.522,-98.872583,"CSN INTERNATIONAL, INC."
KAYC,216,91.1,FM,LIC,DURANT,OK,US,82203,0.403,64.0,34.021472,-96.471917,UNKNOWN
KKRD,216,91.1,FM,LIC,ENID,OK,US,19603,0.45,63.0,36.399194,-97.880333,UNKNOWN
KJRF,216,91.1,FM,LIC,LAWTON,OK,US,82987,100.0,126.0,34.689528,-98.126444,"THE CHRISTIAN CENTER, INC."
KJRF,216,91.1,FM,LIC,LAWTON,OK,US,82987,3.7,15.0,34.597222,-98.424444,"THE CHRISTIAN CENTER, INC."
K216BT,216,91.1,FX,LIC,UNKNOWN,XX,US,14422,0.115,0.0,-126246.366699,-95.703056,14422          0.115 kW       108.4 m   330.2 m        m   N 34 59  13.3  W  95 42  11.0  1212748    DAVID INGLES MINISTRIES CHURCH INC.
K216HA,216,91.1,FX,LIC,WISTER,OK,US,92759,0.01,0.0,-270375.983336,-94.687333,"92759           0.01 kW          0. m   744.4 m        m   N 35  4  10.9  W  94 41  14.4  1276309    CSN INTERNATIONAL, INC."
KVRN-FM,216,91.1,FM,APP,BRIGHTWOOD,OR,US,766272,0.24,526.0,-279999.200067,-121.7145,766272          0.24 kW DA     526. m   1848. m        m   N 45 19  57.5  W 121 42  52.2             COMMON COMMUNICATIONS NORTHWEST
KVRN-FM,216,91.1,FM,AMD,BRIGHTWOOD,OR,US,766272,0.24,526.0,-269089.200067,-121.7145,766272          0.24 kW DA     526. m   1848. m        m   N 45 19  57.5  W 121 42  52.2             COMMON COMMUNICATIONS NORTHWEST
K216DR,216,91.1,FX,LIC,CENTRAL POINT,OR,US,88012,0.01,0.0,-114276.866669,-122.786694,"88012           0.01 kW DA    487.4 m   1095. m        m   N 42 21  11.4  W 122 47  12.1             K-LOVE, INC."
K216EH,216,91.1,FX,LIC,COLTON,OR,US,91971,0.01,606.0,45.130944,-122.292278,UNKNOWN
KLPL,216,91.1,FM,LIC,COVE,OR,US,763201,18.0,770.0,-269105.016672,-117.7335,763201          .018 kW        770. m   2183. m        m   N 45 18  33.9  W 117 44  00.6             WALLA WALLA UNIVERSITY
KWAX,216,91.1,FM,LIC,EUGENE,OR,US,62413,21.5,370.0,44.000944,-123.113694,UNKNOWN
KWAX,216,91.1,FM,LIC,EUGENE,OR,US,62413,2.2,264.0,44.000944,-123.113694,UNIVERSITY OF OREGON
KLXG,216,91.1,FM,LIC,GRANTS PASS,OR,US,1698,0.5,22.0,42.464,-123.306444,"K-LOVE, INC."
K216EB,216,91.1,FX,MOD,OOD RIVER,OR,US,90504,0.17,0.0,-221696.400047,-121.536028,"90504           0.17 kW       -164. m   184.1 m        m   N 45 42   5.6  W 121 32   9.7  1034199    K-LOVE, INC."
K216EB,216,91.1,FX,LIC,OOD RIVER,OR,US,90504,0.01,0.0,-194950.400003,-121.536028,"90504           0.01 kW       -164. m   184.1 m        m   N 45 42   5.6  W 121 32   9.7  1034199    K-LOVE, INC."
KRSO,216,91.1,FM,LIC,UNTINGTON,OR,US,763433,0.45,494.0,-282037.883458,-117.25,"763433          0.45 kW        494. m   1516. m        m   N 44 25  51.0  W 117 15   0.0  1246528    RADIO BILINGUE, INC."
KXRY,216,91.1,FM,LIC,PORTLAND,OR,US,66303,0.09,-20.0,-267800.050025,-122.660278,66303           0.09 kW        -20. m     66. m        m   N 45 31    01  W 122 39    37             CASCADE EDUCATIONAL BROADCAST SERVICE
KVBE-LP,216,91.1,FL,LIC,PORTLAND,OR,US,196425,0.005,0.0,-189429.750001,-122.869194,196425         0.005 kW         94. m   224.2 m        m   N 45 27  27.1  W 122 52   9.1             PORTLAND RADIO COALITION
DKSQI-LP,216,91.1,FL,UNK,UNKNOWN,XX,US,196446,0.003,0.0,-234690.100001,-123.154722,196446         0.003 kW       198.2 m    286. m        m   N 44 59  41.8  W 123  9  17.0             OREGON PEACEWORKS
KMCQ-LP,216,91.1,FL,MOD,SALEM,OR,US,196133,0.1,-17.0,-258671.883361,-123.063083,196133           0.1 kW        -17. m     70. m        m   N 44 59    41  W 123 03  47.1             FRIENDS OF MARION COUNTY
KTMK,216,91.1,FM,LIC,TILLAMOOK,OR,US,91082,0.14,356.0,45.466222,-123.920972,OREGON PUBLIC BROADCASTING
K216BI,216,91.1,FX,LIC,UNKNOWN,XX,US,50602,0.047,334.0,42.390972,-120.368833,UNKNOWN
WCOX,216,91.1,FM,LIC,BEDFORD,PA,US,91927,1.9,398.0,-234770.117194,-78.562611,"91927            1.9 kW DA     398. m    985. m        m   N 40 17    24  W  78 33  45.4             FAMILY LIFE MINISTRIES, INC"
WHSK,216,91.1,FM,LIC,BLOOMSBURG,PA,US,5881,0.6,-22.0,41.008139,-76.447167,UNKNOWN
WZBT,216,91.1,FM,LIC,GETTYSBURG,PA,US,24132,0.35,0.0,39.841472,-77.223583,GETTYSBURG COLLEGE
WSAJ-FM,216,91.1,FM,LIC,GROVE CITY,PA,US,25463,2.7,0.0,41.246722,-79.900056,GROVE CITY COLLEGE
WRTY,216,91.1,FM,LIC,JACKSON TOWNSHIP,PA,US,65178,3.5,264.0,41.044528,-75.378778,UNKNOWN
WPMY,216,91.1,FM,LIC,LOCK HAVEN,PA,US,763648,0.3,279.0,-266731.46675,-77.366917,"763648           0.3 kW DA     279. m    651. m        m   N 41 13  45.2  W  77 22   0.9  1220967    CENTRAL PENNSYLVANIA CHRISTIAN INSTITUTE, INC."
WMSS,216,91.1,FM,LIC,MIDDLETOWN,PA,US,42004,5.5,0.0,40.212306,-76.746083,MIDDLETOWN AREA SCHOOL DISTRICT
WRPV,216,91.1,FM,LIC,RIDGWAY,PA,US,176200,0.24,92.0,41.4045,-78.7,UNKNOWN
WQHD-LP,216,91.1,FL,LIC,AGUADA-AGUADILLA,PR,US,194408,0.012,85.0,-214673.133337,-67.192333,"194408         0.012 kW         85. m    134. m        m   N 18 21   8.7  W  67 11  32.4             WEST COAST BROADCASTING, CORP."
WXEV,216,91.1,FM,LIC,BRADFORD,RI,US,176949,0.18,29.0,-272506.15005,-71.784639,176949          0.18 kW DA      29. m    264. m        m   N 41 29  41.7  W  71 47   4.7  1022425    HORIZON CHRISTIAN FELLOWSHIP
WYFG,216,91.1,FM,LIC,GAFFNEY,SC,US,5132,100.0,210.0,35.115111,-81.7765,"BIBLE BROADCASTING NETWORK, INC."
WKER-FM,216,91.1,FM,LIC,MCCORMICK,SC,US,173439,15.5,0.0,33.742333,-82.521222,"SAINT PAUL RADIO, INC."
WEBK,216,91.1,FM,AMD,SOCIETY HILL,SC,US,175269,16.0,87.0,-147050.154444,-79.842417,"175269           16. kW DA      87. m    144. m        m   N 34 44  53.8  W  79 50  32.7             RICHBURG EDUCATIONAL BROADCASTERS, INC."
WEBK,216,91.1,FM,LIC,SOCIETY HILL,SC,US,175269,5.6,64.0,-141987.151556,-79.907833,"175269           5.6 kW DA      64. m    117. m        m   N 34 32  13.5  W  79 54  28.2             RICHBURG EDUCATIONAL BROADCASTERS, INC."
W216BJ,216,91.1,FX,MOD,WANDO,SC,US,91735,0.099,0.0,-221843.916694,-79.836,"91735          0.099 kW       121.3 m   149.6 m        m   N 32 49   1.0  W  79 50   9.6  1053895    RADIO TRAINING NETWORK, INC."
W216BJ,216,91.1,FX,LIC,WANDO,SC,US,91735,0.07,0.0,32.906278,-79.920639,"RADIO TRAINING NETWORK, INC."
KTSD-FM,216,91.1,FM,LIC,RELIANCE,SD,US,58326,100.0,451.0,43.96525,-99.59925,UNKNOWN
KAOR,216,91.1,FM,LIC,VERMILLION,SD,US,66605,0.12,32.0,42.783583,-96.924194,UNKNOWN
WTSE,216,91.1,FM,LIC,BENTON,TN,US,93012,8.5,142.0,-216044.202361,-84.29825,"93012            8.5 kW DA     142. m    591. m        m   N 35 19  25.3  W  84 17  53.7  1254089    GRACE RADIO MINISTRIES, INC"
WKCS,216,91.1,FM,LIC,KNOXVILLE,TN,US,22901,0.5,17.0,35.993694,-83.922694,FULTON HIGH SCHOOL
WKNO-FM,216,91.1,FM,LIC,MEMPHIS,TN,US,41887,100.0,175.0,35.153972,-89.822028,MID-SOUTH PUBLIC COMMUNICATIONS FOUNDATION
WNXP,216,91.1,FM,LIC,NASHVILLE,TN,US,69816,10.0,212.0,36.140889,-86.865556,NASHVILLE PUBLIC RADIO
WZTH,216,91.1,FM,LIC,TUSCULUM,TN,US,172987,17.0,87.0,36.098167,-82.943472,SOLID FOUNDATION BROADCASTING CORPORATION
K216DN,216,91.1,FX,LIC,BONHAM,TX,US,86117,0.045,47.0,33.554528,-96.223583,UNKNOWN
KWTS,216,91.1,FM,LIC,CANYON,TX,US,71654,6.0,43.0,34.9895,-101.912972,WEST TEXAS A&M UNIVERSITY
KOWD,216,91.1,FM,LIC,CHILDRESS,TX,US,766486,0.15,63.0,-276008.766708,-100.219833,766486          0.15 kW         63. m    608. m        m   N 34 26  20.2  W 100 13  11.4  1200528    GRACE COMMUNITY CHURCH OF AMARILLO
K216FD,216,91.1,FX,LIC,COLUMBUS,TX,US,94030,0.04,0.0,29.692444,-96.598028,"FAMILY WORSHIP CENTER CHURCH, INC."
KQXE,216,91.1,FM,LIC,EASTLAND,TX,US,89692,14.5,133.0,32.477222,-98.809778,CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION
K216EI,216,91.1,FX,LIC,EL CAMPO,TX,US,91994,0.25,0.0,-123431.233403,-96.217806,91994           0.25 kW          0. m   118.6 m        m   N 29  4  41.5  W  96 13   4.1  1231167    CENTRO CRISTIANO DE VIDA ETERNA
KVER,216,91.1,FM,LIC,EL PASO,TX,US,73745,0.51,340.0,31.792611,-106.480556,"WORLD RADIO NETWORK, INC."
KZTX,216,91.1,FM,LIC,ENCINO,TX,US,174991,1.3,128.0,26.891167,-98.140556,THE WORSHIP CENTER OF KINGSVILLE
KIVM,216,91.1,FM,LIC,FREDERICKSBURG,TX,US,171707,1.0,151.0,30.364361,-98.912,LA PROMESA FOUNDATION
KANJ,216,91.1,FM,LIC,GIDDINGS,TX,US,72440,0.45,0.0,30.165778,-96.871083,"HOUSTON CHRISTIAN BROADCASTERS, INC."
KRTL,216,91.1,FM,LIC,ALLETTSVILLE,TX,US,767312,12.5,125.0,-289888.536806,-96.9285,"767312          12.5 kW DA     125. m    211. m        m   N 29 30  23.4  W  96 55  42.6  1209637    HALLETTSVILLE RIGHT TO LIFE, INC."
KHKV,216,91.1,FM,LIC,KERRVILLE,TX,US,83433,0.3,63.0,30.043806,-99.121694,UNKNOWN
KTAI,216,91.1,FM,LIC,KINGSVILLE,TX,US,65304,0.1,30.0,27.523639,-97.878583,UNKNOWN
KVUJ,216,91.1,FM,LIC,LAKE JACKSON,TX,US,18555,17.5,0.0,29.011361,-95.309667,HOPE MEDIA GROUP
KBWC,216,91.1,FM,LIC,MARSHALL,TX,US,72449,0.135,34.0,32.536806,-94.374917,UNKNOWN
KMRA,216,91.1,FM,LIC,MONAHANS,TX,US,175162,1.0,40.0,31.565667,-102.998472,UNKNOWN
KQOA,216,91.1,FM,LIC,MORTON,TX,US,171699,1.1,46.0,33.728056,-102.775278,LA PROMESA FOUNDATION
KNLY,216,91.1,FM,LIC,NEW WAVERLY,TX,US,173796,15.0,72.0,30.544639,-95.294944,NORTHWOOD HISPANIC COMMUNICATION CENTER
K216FC,216,91.1,FX,LIC,PALESTINE,TX,US,93982,0.17,0.0,31.732111,-95.623833,"FAMILY WORSHIP CENTER CHURCH, INC."
KGWP,216,91.1,FM,LIC,PITTSBURG,TX,US,106449,1.1,59.0,32.963861,-94.919639,UNKNOWN
K216GG,216,91.1,FX,LIC,PLAINVIEW,TX,US,147694,0.04,0.0,34.234806,-101.790722,TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION
KSGR,216,91.1,FM,LIC,PORTLAND,TX,US,81512,25.0,100.0,27.99725,-97.246389,"CALVARY CHAPEL OF THE COASTLANDS, INC."
KSGR,216,91.1,FM,AMD,PORTLAND,TX,US,81512,40.0,100.0,-204657.544444,-97.246389,"81512            40. kW DA     100. m     94. m        m   N 27 59  50.0  W  97 14  47.0  1232150    CALVARY CHAPEL OF THE COASTLANDS, INC."
KJWD,216,91.1,FM,LIC,SHAMROCK,TX,US,767120,1.25,82.0,-271854.333681,-100.238,767120          1.25 kW         82. m    806. m        m   N 35 23  59.3  W 100 14  16.8  1298211    THE SOLID ROCK FOUNDATION
KGWB,216,91.1,FM,LIC,SNYDER,TX,US,175017,0.24,11.0,32.679528,-100.914556,UNKNOWN
KGPF,216,91.1,FM,LIC,SULPHUR SPRINGS,TX,US,137411,1.7,37.0,-113470.183806,-95.598556,137411           1.7 kW         37. m    151. m        m   N 33  8  41.4  W  95 35  54.8             TEMPLO DE DIOS INC 1
KSUU,216,91.1,FM,LIC,CEDAR CITY,UT,US,61381,10.0,-141.0,37.648583,-113.093,UNKNOWN
KSUU,216,91.1,FM,MOD,CEDAR CITY,UT,US,61381,7.2,235.0,-244418.018667,-112.975389,61381            7.2 kW        235. m   2087. m        m   N 37 50  30.6  W 112 58  31.4             SOUTHERN UTAH UNIVERSITY
K216AD,216,91.1,FX,LIC,UNKNOWN,XX,US,69599,0.021,339.0,41.625194,-111.123778,UNKNOWN
K216AC,216,91.1,FX,LIC,UNKNOWN,XX,US,69305,0.028,751.0,37.755806,-111.874889,UNKNOWN
K202EJ,216,91.1,FX,MOD,WELLSVILLE,UT,US,93021,0.019,0.0,-264196.350005,-111.9525,93021          0.019 kW       139.3 m   1752. m        m   N 41 36  41.0  W 111 57   9.0             CSN INTERNATIONAL
WTJU,216,91.1,FM,LIC,CHARLOTTESVILLE,VA,US,69145,1.5,325.0,37.982083,-78.483889,UNKNOWN
WOKD-FM,216,91.1,FM,LIC,DANVILLE,VA,US,82092,18.0,142.0,36.741778,-79.385,UNKNOWN
W216BO,216,91.1,FX,LIC,ANSONVILLE,VA,US,92652,0.01,0.0,36.833417,-82.057056,UNKNOWN
WHCE,216,91.1,FM,LIC,IGHLAND SPRINGS,VA,US,26916,3.0,32.0,-237264.600833,-77.323778,26916             3. kW         32. m     70. m        m   N 37 32  18.9  W  77 19  25.6  1252386    HENRICO COUNTY SCHOOLS
WNSB,216,91.1,FM,LIC,NORFOLK,VA,US,49021,8.1,132.0,36.775694,-76.386056,NORFOLK STATE UNIVERSITY BOARD OF VISITORS
WTRM,216,91.1,FM,LIC,WINCHESTER,VA,US,67125,0.075,440.0,39.183972,-78.387222,UNKNOWN
W216CB,216,91.1,FX,LIC,ASCUTNEY,VT,US,89943,0.01,0.0,-232449.050003,-72.451667,"89943           0.01 kW DA    612.5 m    902. m        m   N 43 26  15.0  W  72 27   6.0  1060721    CHRISTIAN MINISTRIES, INC."
WVNK,216,91.1,FM,LIC,MANCHESTER,VT,US,175524,0.115,0.0,43.23675,-73.028444,VERMONT PUBLIC CO.
WRMC-FM,216,91.1,FM,LIC,MIDDLEBURY,VT,US,66275,2.9,-9.0,44.007,-73.177333,UNKNOWN
WGDR,216,91.1,FM,MOD,PLAINFIELD,VT,US,24438,46.0,0.0,-286121.300013,-72.426944,24438           .046 kW        105. m   505.4 m        m   N 44 14    29  W  72 25    37             CENTRAL VERMONT COMMUNITY RADIO CORPORATION
WGDR,216,91.1,FM,MOD,PLAINFIELD,VT,US,24438,46.0,104.0,-286121.300013,-72.427167,24438           .046 kW        104. m    504. m        m   N 44 14  29.6  W  72 25  37.8             CENTRAL VERMONT COMMUNITY RADIO CORPORATION
WGDR,216,91.1,FM,LIC,PLAINFIELD,VT,US,24438,1.7,-106.0,44.2845,-72.440639,UNKNOWN
K216GV,216,91.1,FX,LIC,BELLINGHAM,WA,US,92023,8.0,0.0,-218489.716669,-122.369333,"92023           .008 kW DA    326.7 m    510. m        m   N 48 46  56.4  W 122 22   9.6  1250131    CSN INTERNATIONAL, INC."
K216GV,216,91.1,FX,MOD,BELLINGHAM,WA,US,92023,11.0,0.0,-273253.71667,-122.369333,"92023           .011 kW DA    326.7 m    510. m        m   N 48 46  56.4  W 122 22   9.6  1250131    CSN INTERNATIONAL, INC."
K216GE,216,91.1,FX,LIC,FORKS,WA,US,138015,0.13,0.0,47.933111,-124.396028,UNKNOWN
KTJC,216,91.1,FM,LIC,KELSO,WA,US,92487,8.0,189.0,46.32925,-122.965111,UNKNOWN
KROH,216,91.1,FM,LIC,PORT TOWNSEND,WA,US,173495,1.15,456.0,48.015917,-122.926,UNKNOWN
KROH,216,91.1,FM,LIC,PORT TOWNSEND,WA,US,173495,0.037,459.0,48.015917,-122.926,UNKNOWN
KPBX-FM,216,91.1,FM,LIC,SPOKANE,WA,US,61942,56.0,725.0,47.570167,-117.084361,UNKNOWN
KTWP,216,91.1,FM,LIC,TWISP,WA,US,173815,0.11,511.0,48.317361,-120.115889,UNKNOWN
KGHI,216,91.1,FM,LIC,WESTPORT,WA,US,177202,1.9,18.0,46.919528,-123.955167,UNKNOWN
KYPL,216,91.1,FM,LIC,YAKIMA,WA,US,25466,26.0,242.0,46.513194,-120.402,GROWING CHRISTIAN FOUNDATION
WOVM,216,91.1,FM,LIC,APPLETON,WI,US,36786,42.0,0.0,44.162778,-88.243722,"MUSIC THAT MATTERS, INC."
WAWA,216,91.1,FM,APP,COLUMBUS,WI,US,768625,0.9,8.0,-282483.416917,-89.053417,768625           0.9 kW          8. m    287. m        m   N 43 22  13.9  W  89  3  12.3             COLUMBUS COMMUNITY RADIO
WAWA,216,91.1,FM,MOD,COLUMBUS,WI,US,768625,0.9,8.0,-282014.416917,-89.053417,768625           0.9 kW          8. m    287. m        m   N 43 22  13.9  W  89  3  12.3             COLUMBUS COMMUNITY RADIO
WGTD,216,91.1,FM,LIC,KENOSHA,WI,US,23347,3.2,62.0,42.608917,-87.848972,GATEWAY TECHNICAL COLLEGE
WGTD,216,91.1,FM,LIC,KENOSHA,WI,US,23347,0.68,0.0,42.608917,-87.848972,GATEWAY TECHNICAL COLLEGE
W216BL,216,91.1,FX,LIC,MCFARLAND,WI,US,91912,0.12,30.0,43.05,-89.282056,"VCY AMERICA, INC."
WPIB,216,91.1,FM,LIC,BLUEFIELD,WV,US,53098,12.0,361.0,37.257333,-81.178417,"POSITIVE ALTERNATIVE RADIO, INC."
WVGL,216,91.1,FM,LIC,GLENVILLE,WV,US,767019,6.0,8.0,-254357.651667,-80.801667,"767019            6. kW          8. m    411. m        m   N 38 57    24  W  80 48    06  1034415    ARAIZA REVIVAL MINISTRIES, INC."
W216CJ,216,91.1,FX,LIC,ARRISVILLE,WV,US,121800,0.019,0.0,39.205056,-81.041194,UNKNOWN
KOFG,216,91.1,FM,LIC,CODY,WY,US,121854,10.0,444.0,-253775.902778,-108.820944,121854           10. kW        444. m   1977. m        m   N 44 34  19.8  W 108 49  15.4             GOSPEL MESSENGERS
KMWY,216,91.1,FM,LIC,JACKSON,WY,US,122126,0.35,312.0,43.461028,-110.75325,THE MOODY BIBLE INSTITUTE OF CHICAGO
KKUW,216,91.1,FM,LIC,KEMMERER,WY,US,762746,1.15,261.0,-288384.433653,-110.504528,762746          1.15 kW        261. m   2452. m        m   N 41 50  17.3  W 110 30  16.3             UNIVERSITY OF WYOMING
KPOL,217,91.3,FM,AMD,DILLINGHAM,AK,US,767691,1.0,34.0,-180504.850278,-158.491389,767691            1. kW         34. m     50. m        m   N 59  2    34  W 158 29    29  1246806    LIGHTPOLE RADIO DLG
KGAA,217,91.3,FM,MOD,GLENNALLEN,AK,US,765992,2.9,66.0,-289379.534139,-145.858278,765992           2.9 kW         66. m    651. m        m   N 62  6  27.5  W 145 51  29.8             ADVENTIST RADIO ALASKA CORPORATION
KGAA,217,91.3,FM,LIC,GLENNALLEN,AK,US,765992,1.75,54.0,-275932.533819,-145.858278,765992          1.75 kW         54. m    643. m        m   N 62  6  27.5  W 145 51  29.8             ADVENTIST RADIO ALASKA CORPORATION
K217CK,217,91.3,FX,LIC,NOME,AK,US,811,0.188,-99.0,64.502,-165.403972,UNKNOWN
KCHU-FM,217,91.3,FM,LIC,VALDEZ,AK,US,764670,1.0,-512.0,-275473.500278,-146.352278,"764670            1. kW       -512. m     23. m        m   N 61 07  49.5  W 146 21  08.2             TERMINAL RADIO, INC."
WFPW,217,91.3,FM,MOD,BATTENS CROSSROADS,AL,US,762144,0.7,62.0,-299468.400194,-85.8795,"762144           0.7 kW         62. m    135. m        m   N 31 13  45.5  W  85 52  46.2  1319360    T.P. ARRINGTON EDUCATIONAL FOUNDATION, INC."
WFPW,217,91.3,FM,LIC,BATTENS CROSSROADS,AL,US,762144,0.2,62.0,-298855.400056,-85.8795,"762144           0.2 kW         62. m    135. m        m   N 31 13  45.5  W  85 52  46.2  1319360    T.P. ARRINGTON EDUCATIONAL FOUNDATION, INC."
